Date,Time,Defect Rate
8/29/2024,43:00.1,9%
8/29/2024,42:59.2,15%
8/29/2024,42:58.3,5%
8/29/2024,42:57.3,5%
8/29/2024,42:56.4,11%
8/29/2024,42:55.5,11%
8/29/2024,42:54.6,15%
8/29/2024,42:53.7,13%
8/29/2024,42:52.8,5%
8/29/2024,42:51.9,9%
8/29/2024,42:51.0,9%
8/29/2024,42:50.1,8%
8/29/2024,42:49.2,11%
8/29/2024,42:48.2,11%
8/29/2024,42:47.3,14%
8/29/2024,42:46.6,9%
8/29/2024,42:45.5,6%
8/29/2024,42:44.6,7%
8/29/2024,42:43.7,14%
8/29/2024,42:42.8,6%
8/29/2024,42:41.8,10%
8/29/2024,42:40.9,15%
8/29/2024,42:40.0,11%
8/29/2024,42:39.1,12%
8/29/2024,42:38.2,14%
8/29/2024,42:37.3,9%
8/29/2024,42:36.4,9%
8/29/2024,42:35.5,13%
8/29/2024,42:34.5,11%
8/29/2024,42:33.7,8%
8/29/2024,42:32.8,6%
8/29/2024,42:31.8,8%
8/29/2024,42:30.9,15%
8/29/2024,42:30.0,15%
8/29/2024,42:29.1,9%
8/29/2024,42:28.4,6%
8/29/2024,42:27.3,5%
8/29/2024,42:26.4,8%
8/29/2024,42:25.4,7%
8/29/2024,42:24.5,14%
8/29/2024,42:23.6,10%
8/29/2024,42:22.7,12%
8/29/2024,42:21.8,8%
8/29/2024,42:20.9,7%
8/29/2024,42:20.0,12%
8/29/2024,42:19.1,10%
8/29/2024,42:18.1,9%
8/29/2024,42:17.2,10%
8/29/2024,42:16.5,14%
8/29/2024,42:15.4,10%
8/29/2024,42:14.5,6%
8/29/2024,42:13.6,10%
8/29/2024,42:12.7,11%
8/29/2024,42:11.8,13%
8/29/2024,42:10.9,7%
8/29/2024,42:09.9,10%
8/29/2024,42:09.1,11%
8/29/2024,42:08.2,13%
8/29/2024,42:07.2,15%
8/29/2024,42:06.3,12%
8/29/2024,42:05.4,7%
8/29/2024,42:04.5,9%
8/29/2024,42:03.6,8%
8/29/2024,42:02.7,15%
8/29/2024,42:01.7,13%
8/29/2024,42:00.8,14%
8/29/2024,41:59.0,15%
8/29/2024,41:58.1,7%
8/29/2024,41:57.2,11%
8/29/2024,41:56.3,6%
8/29/2024,41:55.4,7%
8/29/2024,41:54.5,8%
8/29/2024,41:53.5,15%
8/29/2024,41:52.6,12%
8/29/2024,41:51.7,13%
8/29/2024,41:50.8,14%
8/29/2024,41:49.9,6%
8/29/2024,41:49.0,13%
8/29/2024,41:48.1,11%
8/29/2024,41:47.2,11%
8/29/2024,41:46.3,14%
8/29/2024,41:45.3,14%
8/29/2024,41:44.4,14%
8/29/2024,41:43.5,8%
8/29/2024,41:42.6,6%
8/29/2024,41:41.9,14%
8/29/2024,41:40.8,12%
8/29/2024,41:39.9,12%
8/29/2024,41:39.0,8%
8/29/2024,41:38.1,8%
8/29/2024,41:37.2,7%
8/29/2024,41:36.2,9%
8/29/2024,41:35.3,8%
8/29/2024,41:34.4,6%
8/29/2024,41:33.5,8%
8/29/2024,41:32.7,5%
8/29/2024,41:31.7,12%
8/29/2024,41:30.8,15%
8/29/2024,41:29.8,13%
8/29/2024,41:28.9,12%
8/29/2024,41:28.0,9%
8/29/2024,41:27.1,15%
8/29/2024,41:26.2,6%
8/29/2024,41:25.3,11%
8/29/2024,41:24.4,12%
8/29/2024,41:23.5,7%
8/29/2024,41:22.6,15%
8/29/2024,41:21.6,15%
8/29/2024,41:20.7,14%
8/29/2024,41:19.8,5%
8/29/2024,41:19.0,11%
8/29/2024,41:18.0,6%
8/29/2024,41:17.1,10%
8/29/2024,41:16.2,6%
8/29/2024,41:15.3,8%
8/29/2024,41:14.3,10%
8/29/2024,41:13.4,7%
8/29/2024,41:12.5,10%
8/29/2024,41:11.6,8%
8/29/2024,41:10.7,15%
8/29/2024,41:09.8,14%
8/29/2024,41:08.9,9%
8/29/2024,41:08.0,14%
8/29/2024,41:07.0,10%
8/29/2024,41:06.1,8%
8/29/2024,41:05.3,15%
8/29/2024,41:04.3,8%
8/29/2024,41:03.4,10%
8/29/2024,41:02.5,8%
8/29/2024,41:01.6,9%
8/29/2024,41:00.7,6%
8/29/2024,40:59.8,14%
8/29/2024,40:58.8,9%
8/29/2024,40:57.9,11%
8/29/2024,40:57.1,6%
8/29/2024,40:56.1,14%
8/29/2024,40:55.2,9%
8/29/2024,40:54.3,9%
8/29/2024,40:53.4,11%
8/29/2024,40:52.5,14%
8/29/2024,40:51.6,14%
8/29/2024,40:50.7,13%
8/29/2024,40:49.7,6%
8/29/2024,40:48.8,6%
8/29/2024,40:48.0,12%
8/29/2024,40:47.0,12%
8/29/2024,40:46.1,8%
8/29/2024,40:45.2,8%
8/29/2024,40:44.3,5%
8/29/2024,40:43.4,12%
8/29/2024,40:42.5,7%
8/29/2024,40:41.5,10%
8/29/2024,40:40.6,6%
8/29/2024,40:39.7,7%
8/29/2024,40:38.8,8%
8/29/2024,40:37.9,6%
8/29/2024,40:37.0,15%
8/29/2024,40:36.1,11%
8/29/2024,40:35.2,8%
8/29/2024,40:34.3,5%
8/29/2024,40:33.3,5%
8/29/2024,40:32.4,11%
8/29/2024,40:31.5,5%
8/29/2024,40:30.8,5%
8/29/2024,40:29.7,6%
8/29/2024,40:28.8,13%
8/29/2024,40:27.9,9%
8/29/2024,40:27.2,11%
8/29/2024,40:26.0,14%
8/29/2024,40:25.2,12%
8/29/2024,40:24.2,8%
8/29/2024,40:23.3,14%
8/29/2024,40:22.4,12%
8/29/2024,40:21.5,6%
8/29/2024,40:20.6,11%
8/29/2024,40:19.7,6%
8/29/2024,40:18.8,8%
8/29/2024,40:17.9,13%
8/29/2024,40:16.9,14%
8/29/2024,40:16.0,9%
8/29/2024,40:15.1,13%
8/29/2024,40:14.2,8%
8/29/2024,40:13.3,5%
8/29/2024,40:12.4,6%
8/29/2024,40:11.4,12%
8/29/2024,40:10.6,14%
8/29/2024,40:09.6,9%
8/29/2024,40:08.7,8%
8/29/2024,40:07.8,7%
8/29/2024,40:06.9,7%
8/29/2024,40:06.0,6%
8/29/2024,40:05.1,15%
8/29/2024,40:04.2,10%
8/29/2024,40:03.3,9%
8/29/2024,40:02.4,8%
8/29/2024,40:01.4,11%
8/29/2024,40:00.5,13%
8/29/2024,39:59.6,11%
8/29/2024,39:58.7,9%
8/29/2024,39:58.0,7%
8/29/2024,39:56.9,15%
8/29/2024,39:56.0,9%
8/29/2024,39:55.1,11%
8/29/2024,39:54.1,12%
8/29/2024,39:53.2,12%
8/29/2024,39:52.3,14%
8/29/2024,39:51.4,12%
8/29/2024,39:50.5,8%
8/29/2024,39:49.6,9%
8/29/2024,39:48.7,7%
8/29/2024,39:47.8,12%
8/29/2024,39:46.9,8%
8/29/2024,39:45.9,10%
8/29/2024,39:45.0,14%
8/29/2024,39:44.1,10%
8/29/2024,39:43.2,10%
8/29/2024,39:42.3,9%
8/29/2024,39:41.4,13%
8/29/2024,39:40.5,7%
8/29/2024,39:39.8,13%
8/29/2024,39:38.6,7%
8/29/2024,39:37.7,13%
8/29/2024,39:36.8,10%
8/29/2024,39:35.9,15%
8/29/2024,39:35.0,11%
8/29/2024,39:34.1,7%
8/29/2024,39:33.2,11%
8/29/2024,39:32.5,10%
8/29/2024,39:31.3,10%
8/29/2024,39:30.4,9%
8/29/2024,39:29.5,11%
8/29/2024,39:28.6,13%
8/29/2024,39:27.7,15%
8/29/2024,39:26.8,10%
8/29/2024,39:25.9,13%
8/29/2024,39:25.0,8%
8/29/2024,39:24.1,8%
8/29/2024,39:23.1,10%
8/29/2024,39:22.2,9%
8/29/2024,39:21.3,5%
8/29/2024,39:20.4,9%
8/29/2024,39:19.5,14%
8/29/2024,39:18.6,14%
8/29/2024,39:17.7,11%
8/29/2024,39:16.8,11%
8/29/2024,39:15.9,12%
8/29/2024,39:14.9,6%
8/29/2024,39:14.0,7%
8/29/2024,39:13.1,7%
8/29/2024,39:12.2,13%
8/29/2024,39:11.3,13%
8/29/2024,39:10.4,15%
8/29/2024,39:09.7,10%
8/29/2024,39:08.6,10%
8/29/2024,39:07.7,14%
8/29/2024,39:06.8,11%
8/29/2024,39:05.9,7%
8/29/2024,39:04.9,10%
8/29/2024,39:04.0,6%
8/29/2024,39:03.1,9%
8/29/2024,39:02.2,7%
8/29/2024,38:50.7,11%
8/29/2024,38:49.8,11%
8/29/2024,38:48.9,6%
8/29/2024,38:48.0,6%
8/29/2024,38:47.2,8%
8/29/2024,38:46.2,11%
8/29/2024,38:45.3,13%
8/29/2024,38:44.3,15%
8/29/2024,38:43.6,11%
8/29/2024,38:42.5,13%
8/29/2024,38:41.6,12%
8/29/2024,38:40.7,13%
8/29/2024,38:39.8,11%
8/29/2024,38:38.9,12%
8/29/2024,38:38.0,5%
8/29/2024,38:37.0,8%
8/29/2024,38:36.1,12%
8/29/2024,38:35.4,11%
8/29/2024,38:34.3,8%
8/29/2024,38:33.4,9%
8/29/2024,38:32.5,7%
8/29/2024,38:31.6,8%
8/29/2024,38:30.7,11%
8/29/2024,38:29.8,7%
8/29/2024,38:28.9,7%
8/29/2024,38:28.2,15%
8/29/2024,38:27.0,14%
8/29/2024,38:26.1,8%
8/29/2024,38:25.2,10%
8/29/2024,38:24.3,14%
8/29/2024,38:23.4,13%
8/29/2024,38:22.5,13%
8/29/2024,38:21.6,11%
8/29/2024,38:20.6,12%
8/29/2024,38:19.7,11%
8/29/2024,38:18.8,11%
8/29/2024,38:17.9,9%
8/29/2024,38:17.0,11%
8/29/2024,38:16.1,13%
8/29/2024,38:15.2,10%
8/29/2024,38:14.3,9%
8/29/2024,38:13.3,5%
8/29/2024,38:12.4,5%
8/29/2024,38:11.5,14%
8/29/2024,38:10.6,12%
8/29/2024,38:09.7,13%
8/29/2024,38:08.8,9%
8/29/2024,38:07.9,13%
8/29/2024,38:07.0,12%
8/29/2024,38:06.1,8%
8/29/2024,38:05.2,12%
8/29/2024,38:04.3,6%
8/29/2024,38:03.3,12%
8/29/2024,38:02.4,5%
8/29/2024,38:01.5,13%
8/29/2024,38:00.6,7%
8/29/2024,37:59.7,12%
8/29/2024,37:58.8,14%
8/29/2024,37:57.9,14%
8/29/2024,37:57.0,8%
8/29/2024,37:56.0,8%
8/29/2024,37:55.1,5%
8/29/2024,37:54.2,12%
8/29/2024,37:53.3,8%
8/29/2024,37:52.4,9%
8/29/2024,37:51.5,5%
8/29/2024,37:50.8,8%
8/29/2024,37:49.7,13%
8/29/2024,37:48.7,6%
8/29/2024,37:47.8,15%
8/29/2024,37:47.0,13%
8/29/2024,37:46.0,13%
8/29/2024,37:45.1,8%
8/29/2024,37:44.2,5%
8/29/2024,37:43.3,11%
8/29/2024,37:42.4,10%
8/29/2024,37:41.4,12%
8/29/2024,37:40.5,10%
8/29/2024,37:39.7,15%
8/29/2024,37:38.8,5%
8/29/2024,37:37.8,11%
8/29/2024,37:36.9,15%
8/29/2024,37:36.0,7%
8/29/2024,37:35.1,12%
8/29/2024,37:34.3,13%
8/29/2024,37:33.3,13%
8/29/2024,37:32.3,7%
8/29/2024,37:31.6,5%
8/29/2024,37:30.5,12%
8/29/2024,37:29.6,15%
8/29/2024,37:28.7,15%
8/29/2024,37:27.8,8%
8/29/2024,37:26.9,12%
8/29/2024,37:26.0,9%
8/29/2024,37:25.1,12%
8/29/2024,37:24.1,12%
8/29/2024,37:23.3,15%
8/29/2024,37:22.4,12%
8/29/2024,37:21.4,6%
8/29/2024,37:20.5,13%
8/29/2024,37:19.6,14%
8/29/2024,37:18.7,7%
8/29/2024,37:17.8,9%
8/29/2024,37:16.8,15%
8/29/2024,37:15.9,9%
8/29/2024,37:15.0,12%
8/29/2024,37:14.1,13%
8/29/2024,37:13.2,11%
8/29/2024,37:12.3,15%
8/29/2024,37:11.6,15%
8/29/2024,37:10.5,5%
8/29/2024,37:09.8,14%
8/29/2024,37:08.6,6%
8/29/2024,37:07.7,11%
8/29/2024,37:06.8,6%
8/29/2024,37:05.9,9%
8/29/2024,37:05.0,13%
8/29/2024,37:04.1,8%
8/29/2024,37:03.2,8%
8/29/2024,37:02.3,9%
8/29/2024,37:01.3,5%
8/29/2024,37:00.5,7%
8/29/2024,36:59.6,15%
8/29/2024,36:58.6,14%
8/29/2024,36:57.7,7%
8/29/2024,36:56.8,13%
8/29/2024,36:55.9,6%
8/29/2024,36:55.0,14%
8/29/2024,36:54.1,14%
8/29/2024,36:53.2,8%
8/29/2024,36:52.2,6%
8/29/2024,36:51.4,14%
8/29/2024,36:50.4,12%
8/29/2024,36:49.5,13%
8/29/2024,36:48.6,6%
8/29/2024,36:47.7,9%
8/29/2024,36:46.8,14%
8/29/2024,36:45.9,8%
8/29/2024,36:45.0,13%
8/29/2024,36:44.0,12%
8/29/2024,36:43.2,13%
8/29/2024,36:42.2,9%
8/29/2024,36:41.3,14%
8/29/2024,36:40.4,6%
8/29/2024,36:39.5,11%
8/29/2024,36:38.6,14%
8/29/2024,36:37.7,5%
8/29/2024,36:36.7,5%
8/29/2024,36:35.8,15%
8/29/2024,36:34.9,7%
8/29/2024,36:34.0,12%
8/29/2024,36:33.1,7%
8/29/2024,36:32.2,10%
8/29/2024,36:31.3,7%
8/29/2024,36:30.4,9%
8/29/2024,36:29.5,5%
8/29/2024,36:28.5,5%
8/29/2024,36:27.6,5%
8/29/2024,36:26.7,11%
8/29/2024,36:25.8,10%
8/29/2024,36:24.9,7%
8/29/2024,36:24.0,13%
8/29/2024,36:23.1,11%
8/29/2024,36:22.2,8%
8/29/2024,36:21.2,13%
8/29/2024,36:20.3,10%
8/29/2024,36:19.4,10%
8/29/2024,36:18.5,5%
8/29/2024,36:17.6,13%
8/29/2024,36:16.7,9%
8/29/2024,36:15.8,14%
8/29/2024,36:14.9,9%
8/29/2024,36:13.9,7%
8/29/2024,36:13.1,5%
8/29/2024,36:12.1,7%
8/29/2024,36:11.2,6%
8/29/2024,36:10.3,13%
8/29/2024,36:09.4,10%
8/29/2024,36:08.5,5%
8/29/2024,36:07.7,13%
8/29/2024,36:06.7,15%
8/29/2024,36:05.8,11%
8/29/2024,36:04.9,6%
8/29/2024,36:04.0,6%
8/29/2024,36:03.0,12%
8/29/2024,36:02.1,6%
8/29/2024,36:01.2,11%
8/29/2024,36:00.3,9%
8/29/2024,35:59.4,10%
8/29/2024,35:58.5,13%
8/29/2024,35:57.5,9%
8/29/2024,35:56.6,15%
8/29/2024,35:55.7,5%
8/29/2024,35:54.8,15%
8/29/2024,35:53.9,14%
8/29/2024,35:53.0,10%
8/29/2024,35:52.1,10%
8/29/2024,35:51.2,7%
8/29/2024,35:50.3,12%
8/29/2024,35:49.5,10%
8/29/2024,35:48.4,8%
8/29/2024,35:47.5,10%
8/29/2024,35:46.6,5%
8/29/2024,35:45.7,9%
8/29/2024,35:44.8,5%
8/29/2024,35:43.9,5%
8/29/2024,35:43.0,9%
8/29/2024,35:42.1,12%
8/29/2024,35:41.1,15%
8/29/2024,35:40.2,8%
8/29/2024,35:39.3,7%
8/29/2024,35:38.4,5%
8/29/2024,35:37.5,12%
8/29/2024,35:36.6,15%
8/29/2024,35:35.7,5%
8/29/2024,35:34.8,5%
8/29/2024,35:33.9,12%
8/29/2024,35:33.0,13%
8/29/2024,35:32.0,11%
8/29/2024,35:31.1,6%
8/29/2024,35:30.2,14%
8/29/2024,35:29.3,13%
8/29/2024,35:28.4,9%
8/29/2024,35:27.5,5%
8/29/2024,35:26.6,10%
8/29/2024,35:25.7,10%
8/29/2024,35:24.7,5%
8/29/2024,35:23.8,6%
8/29/2024,35:22.9,14%
8/29/2024,35:22.0,9%
8/29/2024,35:21.1,12%
8/29/2024,35:20.2,9%
8/29/2024,35:19.3,5%
8/29/2024,35:18.4,15%
8/29/2024,35:17.5,15%
8/29/2024,35:16.6,15%
8/29/2024,35:15.6,12%
8/29/2024,35:14.7,11%
8/29/2024,35:13.8,11%
8/29/2024,35:12.9,6%
8/29/2024,35:12.0,11%
8/29/2024,35:11.1,14%
8/29/2024,35:10.2,12%
8/29/2024,35:09.2,13%
8/29/2024,35:08.5,13%
8/29/2024,35:07.4,9%
8/29/2024,35:06.5,13%
8/29/2024,35:05.6,13%
8/29/2024,35:04.7,11%
8/29/2024,35:03.9,7%
8/29/2024,35:02.9,9%
8/29/2024,35:02.0,6%
8/29/2024,35:01.0,9%
8/29/2024,35:00.1,11%
8/29/2024,34:59.2,6%
8/29/2024,34:58.3,11%
8/29/2024,34:57.5,9%
8/29/2024,34:56.5,9%
8/29/2024,34:55.6,15%
8/29/2024,34:54.7,9%
8/29/2024,34:53.8,8%
8/29/2024,34:52.8,6%
8/29/2024,34:51.9,11%
8/29/2024,34:51.0,8%
8/29/2024,34:50.1,11%
8/29/2024,34:49.2,11%
8/29/2024,34:48.3,11%
8/29/2024,34:47.4,5%
8/29/2024,34:46.5,6%
8/29/2024,34:45.6,10%
8/29/2024,34:44.6,12%
8/29/2024,34:43.7,15%
8/29/2024,34:42.8,12%
8/29/2024,34:41.9,15%
8/29/2024,34:41.0,11%
8/29/2024,34:40.1,15%
8/29/2024,34:39.2,15%
8/29/2024,34:38.3,10%
8/29/2024,34:37.3,9%
8/29/2024,34:36.4,15%
8/29/2024,34:35.5,14%
8/29/2024,34:34.6,7%
8/29/2024,34:33.7,6%
8/29/2024,34:32.8,5%
8/29/2024,34:31.9,14%
8/29/2024,34:31.0,10%
8/29/2024,34:30.1,10%
8/29/2024,34:29.1,6%
8/29/2024,34:28.2,11%
8/29/2024,34:27.3,11%
8/29/2024,34:26.4,5%
8/29/2024,34:25.5,6%
8/29/2024,34:24.6,5%
8/29/2024,34:23.7,9%
8/29/2024,34:22.8,8%
8/29/2024,34:21.8,15%
8/29/2024,34:20.9,7%
8/29/2024,34:20.1,13%
8/29/2024,34:19.1,6%
8/29/2024,34:18.2,11%
8/29/2024,34:17.3,9%
8/29/2024,34:16.4,6%
8/29/2024,34:04.4,14%
8/29/2024,34:03.5,15%
8/29/2024,34:02.5,7%
8/29/2024,34:01.6,14%
8/29/2024,34:00.8,11%
8/29/2024,34:00.0,14%
8/29/2024,33:58.9,9%
8/29/2024,33:58.0,14%
8/29/2024,33:57.1,7%
8/29/2024,33:56.2,9%
8/29/2024,33:55.3,10%
8/29/2024,33:54.3,8%
8/29/2024,33:53.4,6%
8/29/2024,33:52.6,12%
8/29/2024,33:51.6,11%
8/29/2024,33:50.7,10%
8/29/2024,33:49.8,7%
8/29/2024,33:48.9,14%
8/29/2024,33:48.0,14%
8/29/2024,33:47.1,8%
8/29/2024,33:46.2,12%
8/29/2024,33:45.3,5%
8/29/2024,33:44.3,7%
8/29/2024,33:43.4,11%
8/29/2024,33:42.5,15%
8/29/2024,33:41.6,5%
8/29/2024,33:40.7,7%
8/29/2024,33:39.8,15%
8/29/2024,33:38.9,6%
8/29/2024,33:37.9,6%
8/29/2024,33:37.0,12%
8/29/2024,33:36.1,8%
8/29/2024,33:35.4,8%
8/29/2024,33:34.3,9%
8/29/2024,33:33.4,7%
8/29/2024,33:32.5,15%
8/29/2024,33:31.6,5%
8/29/2024,33:30.7,12%
8/29/2024,33:29.7,8%
8/29/2024,33:28.8,8%
8/29/2024,33:27.9,14%
8/29/2024,33:27.0,7%
8/29/2024,33:26.1,6%
8/29/2024,33:25.2,14%
8/29/2024,33:24.3,10%
8/29/2024,33:23.4,15%
8/29/2024,33:22.4,11%
8/29/2024,33:21.5,6%
8/29/2024,33:20.6,10%
8/29/2024,33:19.7,9%
8/29/2024,33:18.8,13%
8/29/2024,33:17.9,8%
8/29/2024,33:17.0,12%
8/29/2024,33:16.3,7%
8/29/2024,33:15.2,15%
8/29/2024,33:14.2,15%
8/29/2024,33:13.3,15%
8/29/2024,33:12.4,7%
8/29/2024,33:11.5,5%
8/29/2024,33:10.6,6%
8/29/2024,33:09.7,7%
8/29/2024,33:08.8,11%
8/29/2024,33:07.9,5%
8/29/2024,33:07.0,15%
8/29/2024,33:06.0,5%
8/29/2024,33:05.3,7%
8/29/2024,33:04.2,14%
8/29/2024,33:03.3,15%
8/29/2024,33:02.4,14%
8/29/2024,33:01.5,13%
8/29/2024,33:00.6,14%
8/29/2024,32:59.7,8%
8/29/2024,32:58.8,8%
8/29/2024,32:57.8,15%
8/29/2024,32:56.9,11%
8/29/2024,32:56.1,9%
8/29/2024,32:55.1,7%
8/29/2024,32:54.2,5%
8/29/2024,32:53.3,10%
8/29/2024,32:52.4,8%
8/29/2024,32:51.5,15%
8/29/2024,32:50.6,11%
8/29/2024,32:49.6,11%
8/29/2024,32:48.7,8%
8/29/2024,32:47.8,11%
8/29/2024,32:47.1,9%
8/29/2024,32:46.0,12%
8/29/2024,32:45.1,8%
8/29/2024,32:44.2,7%
8/29/2024,32:43.3,5%
8/29/2024,32:42.3,15%
8/29/2024,32:41.5,7%
8/29/2024,32:40.5,5%
8/29/2024,32:39.6,14%
8/29/2024,32:38.7,15%
8/29/2024,32:37.8,8%
8/29/2024,32:36.9,12%
8/29/2024,32:36.0,13%
8/29/2024,32:35.1,14%
8/29/2024,32:34.1,11%
8/29/2024,32:33.2,8%
8/29/2024,32:32.3,13%
8/29/2024,32:31.4,13%
8/29/2024,32:30.5,5%
8/29/2024,32:29.6,15%
8/29/2024,32:28.7,5%
8/29/2024,32:27.8,10%
8/29/2024,32:26.9,5%
8/29/2024,32:25.9,5%
8/29/2024,32:25.0,10%
8/29/2024,32:24.1,10%
8/29/2024,32:23.2,6%
8/29/2024,32:22.3,9%
8/29/2024,32:21.4,6%
8/29/2024,32:20.5,9%
8/29/2024,32:19.6,14%
8/29/2024,32:18.7,10%
8/29/2024,32:17.7,12%
8/29/2024,32:16.8,12%
8/29/2024,32:15.9,11%
8/29/2024,32:15.0,5%
8/29/2024,32:14.1,7%
8/29/2024,32:13.2,8%
8/29/2024,32:12.3,12%
8/29/2024,32:11.4,12%
8/29/2024,32:10.4,12%
8/29/2024,32:09.6,8%
8/29/2024,32:08.6,10%
8/29/2024,32:07.7,9%
8/29/2024,32:06.8,5%
8/29/2024,32:05.9,7%
8/29/2024,32:05.0,5%
8/29/2024,32:04.1,7%
8/29/2024,32:03.2,6%
8/29/2024,32:02.3,13%
8/29/2024,32:01.3,15%
8/29/2024,32:00.4,6%
8/29/2024,31:59.5,14%
8/29/2024,31:58.6,7%
8/29/2024,31:57.7,12%
8/29/2024,31:56.8,8%
8/29/2024,31:55.9,14%
8/29/2024,31:55.0,10%
8/29/2024,31:54.0,14%
8/29/2024,31:53.1,15%
8/29/2024,31:52.2,5%
8/29/2024,31:51.3,10%
8/29/2024,31:50.4,5%
8/29/2024,31:49.5,15%
8/29/2024,31:48.6,13%
8/29/2024,31:47.7,12%
8/29/2024,31:46.7,6%
8/29/2024,31:45.8,5%
8/29/2024,31:44.9,5%
8/29/2024,31:44.0,5%
8/29/2024,31:43.1,9%
8/29/2024,31:42.2,15%
8/29/2024,31:41.5,14%
8/29/2024,31:40.4,12%
8/29/2024,31:39.5,5%
8/29/2024,31:38.5,13%
8/29/2024,31:37.6,12%
8/29/2024,31:36.7,12%
8/29/2024,31:35.8,15%
8/29/2024,31:34.9,14%
8/29/2024,31:34.0,10%
8/29/2024,31:33.1,10%
8/29/2024,31:32.2,5%
8/29/2024,31:31.3,5%
8/29/2024,31:30.4,8%
8/29/2024,31:29.4,14%
8/29/2024,31:28.5,13%
8/29/2024,31:27.6,13%
8/29/2024,31:26.7,7%
8/29/2024,31:25.8,10%
8/29/2024,31:24.9,8%
8/29/2024,31:24.0,9%
8/29/2024,31:23.1,8%
8/29/2024,31:22.1,6%
8/29/2024,31:21.2,8%
8/29/2024,31:20.3,5%
8/29/2024,31:19.4,15%
8/29/2024,31:18.5,12%
8/29/2024,31:17.6,7%
8/29/2024,31:16.7,14%
8/29/2024,31:15.8,11%
8/29/2024,31:14.9,15%
8/29/2024,31:13.9,7%
8/29/2024,31:13.1,5%
8/29/2024,31:12.1,13%
8/29/2024,31:11.3,13%
8/29/2024,31:10.3,11%
8/29/2024,31:09.4,15%
8/29/2024,31:08.5,7%
8/29/2024,31:07.6,13%
8/29/2024,31:06.6,13%
8/29/2024,31:05.7,5%
8/29/2024,31:04.9,13%
8/29/2024,31:03.9,12%
8/29/2024,31:03.0,11%
8/29/2024,31:02.1,6%
8/29/2024,31:01.2,7%
8/29/2024,31:00.3,10%
8/29/2024,30:59.4,11%
8/29/2024,30:58.4,7%
8/29/2024,30:57.5,14%
8/29/2024,30:56.8,11%
8/29/2024,30:55.7,14%
8/29/2024,30:54.8,13%
8/29/2024,30:53.9,7%
8/29/2024,30:53.0,9%
8/29/2024,30:52.1,6%
8/29/2024,30:51.1,6%
8/29/2024,30:50.2,7%
8/29/2024,30:49.4,7%
8/29/2024,30:48.4,13%
8/29/2024,30:47.5,6%
8/29/2024,30:46.6,12%
8/29/2024,30:45.7,15%
8/29/2024,30:44.8,5%
8/29/2024,30:43.9,15%
8/29/2024,30:43.0,15%
8/29/2024,30:42.1,9%
8/29/2024,30:41.1,5%
8/29/2024,30:40.2,9%
8/29/2024,30:39.3,7%
8/29/2024,30:38.4,11%
8/29/2024,30:37.5,5%
8/29/2024,30:36.6,12%
8/29/2024,30:35.7,9%
8/29/2024,30:34.8,15%
8/29/2024,30:33.9,14%
8/29/2024,30:32.9,9%
8/29/2024,30:32.0,6%
8/29/2024,30:31.1,15%
8/29/2024,30:30.2,5%
8/29/2024,30:29.3,15%
8/29/2024,30:28.4,6%
8/29/2024,30:27.5,11%
8/29/2024,30:26.5,9%
8/29/2024,30:25.6,8%
8/29/2024,30:24.7,10%
8/29/2024,30:23.8,6%
8/29/2024,30:22.9,10%
8/29/2024,30:22.0,9%
8/29/2024,30:21.1,11%
8/29/2024,30:20.2,8%
8/29/2024,30:19.3,12%
8/29/2024,30:18.3,11%
8/29/2024,30:17.4,9%
8/29/2024,30:16.5,5%
8/29/2024,30:15.6,5%
8/29/2024,30:14.7,11%
8/29/2024,30:13.8,7%
8/29/2024,30:12.9,9%
8/29/2024,30:12.0,10%
8/29/2024,30:11.0,9%
8/29/2024,30:10.1,11%
8/29/2024,30:09.2,10%
8/29/2024,30:08.3,7%
8/29/2024,30:07.4,14%
8/29/2024,30:06.5,12%
8/29/2024,30:05.6,12%
8/29/2024,30:04.7,15%
8/29/2024,30:03.8,6%
8/29/2024,30:02.8,7%
8/29/2024,30:01.9,11%
8/29/2024,30:01.3,12%
8/29/2024,30:00.1,10%
8/29/2024,29:59.2,11%
8/29/2024,29:58.3,12%
8/29/2024,29:57.4,14%
8/29/2024,29:56.7,6%
8/29/2024,29:55.6,13%
8/29/2024,29:54.6,13%
8/29/2024,29:53.7,12%
8/29/2024,29:52.8,9%
8/29/2024,29:51.9,9%
8/29/2024,29:51.0,5%
8/29/2024,29:50.1,11%
8/29/2024,29:49.2,14%
8/29/2024,29:48.3,13%
8/29/2024,29:47.4,7%
8/29/2024,29:46.4,7%
8/29/2024,29:45.5,15%
8/29/2024,29:44.8,10%
8/29/2024,29:43.7,5%
8/29/2024,29:42.8,14%
8/29/2024,29:41.9,14%
8/29/2024,29:41.0,8%
8/29/2024,29:40.1,13%
8/29/2024,29:39.1,12%
8/29/2024,29:38.2,8%
8/29/2024,29:37.3,15%
8/29/2024,29:36.4,12%
8/29/2024,29:35.5,12%
8/29/2024,29:34.6,9%
8/29/2024,29:33.9,12%
8/29/2024,29:32.8,15%
8/29/2024,29:31.9,13%
8/29/2024,29:30.9,11%
8/29/2024,29:30.0,10%
8/29/2024,29:29.1,13%
8/29/2024,29:28.2,5%
8/29/2024,29:27.3,15%
8/29/2024,29:26.4,14%
8/29/2024,29:25.5,11%
8/29/2024,29:24.6,15%
8/29/2024,29:23.7,14%
8/29/2024,29:22.8,11%
8/29/2024,29:21.8,7%
